label,notes
minor-seventh,"[28, 35, 42, 43]"
minor-seventh,"[26, 35, 40, 43]"
dominant,"[29, 34, 38]"
minor-seventh,"[26, 31, 35, 40]"
minor-seventh,"[28, 31, 43, 50]"
suspended-fourth,"[26, 28, 33, 40]"
minor-seventh,"[26, 31, 35]"
dominant,"[32, 38, 44]"
minor-seventh,"[29, 43, 47, 50, 54]"
minor,"[28, 31, 35, 38, 42, 54]"
minor-11th,"[40, 45, 50, 55, 59]"
minor-11th,"[40, 45, 50, 55, 59]"
minor-11th,"[40, 45, 50, 55, 59]"
minor-11th,"[40, 45, 50, 55, 59]"
minor-11th,"[40, 45, 50, 55, 59]"
minor-11th,"[40, 45, 50, 55, 59]"
minor-11th,"[40, 45, 50, 55, 59]"
minor-11th,"[40, 45, 50, 55, 59]"
minor-11th,"[40, 45, 50, 55, 59]"
minor-11th,"[40, 45, 50, 55, 59]"
minor-11th,"[40, 45, 50, 55, 59]"
minor-11th,"[40, 45, 50, 55, 59]"
minor-11th,"[40, 45, 50, 55, 59]"
minor-11th,"[40, 45, 50, 55, 59]"
minor-11th,"[40, 45, 50, 55, 59]"
minor-11th,"[40, 45, 50, 55, 59]"
major,"[28, 44, 47]"
dominant-ninth,"[28, 42, 46]"
dominant,"[28, 38, 44]"
major,"[28, 44, 47]"
major,"[28, 44, 47]"
dominant-ninth,"[28, 42, 46]"
dominant,"[28, 38, 44]"
dominant,"[28, 40, 44]"
minor-seventh,"[28, 43, 46]"
major-seventh,"[28, 40, 44]"
major,"[32, 35, 39]"
minor-seventh,"[28, 47, 50]"
major,"[32, 47, 51]"
minor-seventh,"[28, 43, 47, 50]"
minor-ninth,"[28, 42, 43]"
minor-seventh,"[28, 38, 43, 50]"
dominant,"[32, 35, 41, 53]"
major,"[28, 35, 59]"
dominant,"[28, 42, 44, 47]"
major,"[28, 37, 39, 42]"
dominant,"[28, 40, 44]"
half-diminished,"[28, 43, 46]"
major,"[28, 40, 44]"
major,"[32, 35, 39]"
minor-seventh,"[28, 47, 50]"
minor-seventh,"[28, 43, 47, 50]"
major,"[35, 40, 44]"
minor-ninth,"[28, 42, 43]"
major,"[28, 44, 47]"
dominant-ninth,"[28, 42, 46]"
dominant,"[28, 38, 44]"
major,"[28, 44, 47]"
major,"[28, 44, 47]"
dominant-ninth,"[28, 42, 46]"
dominant,"[28, 38, 44]"
major-seventh,"[28, 35, 44, 47, 51, 56]"
suspended-fourth,"[23, 26, 33, 37, 44]"
dominant-13th,"[26, 37, 42, 47]"
major-seventh,"[28, 42, 44, 49]"
dominant-13th,"[28, 44, 49, 50]"
minor-seventh,"[28, 43, 50, 55]"
minor-ninth,"[16, 23, 38, 42, 50]"
dominant,"[28, 44, 48, 52]"
dominant,"[28, 38, 41, 44, 47]"
major-seventh,"[28, 39, 47, 51, 56]"
dominant-13th,"[28, 38, 45, 49, 56]"
dominant,"[28, 38, 47, 52, 55]"
major-sixth,"[28, 39, 44, 49]"
minor-ninth,"[28, 38, 43, 52]"
dominant-ninth,"[35, 45, 50, 59]"
dominant-13th,"[26, 32, 42]"
dominant-ninth,"[28, 38, 42, 45]"
major-seventh,"[32, 35, 39, 40]"
major-seventh,"[30, 34, 39, 39, 42]"
suspended-fourth,"[28, 38, 42, 45, 49, 52]"
major,"[32, 52, 59, 64]"
dominant-ninth,"[32, 52, 59, 64]"
major-seventh,"[39, 40, 44, 44, 51, 58]"
major-sixth,"[39, 42, 49, 54]"
minor-seventh,"[28, 38, 43, 47, 55]"
minor-ninth,"[28, 35, 42, 43]"
major-seventh,"[39, 40, 44, 51, 58]"
dominant,"[28, 38, 43, 47, 55]"
dominant,"[28, 38, 44, 46]"
dominant-ninth,"[28, 38, 44, 48, 52]"
major-seventh,"[16, 23, 51, 56, 61]"
major,"[35, 40, 44, 47]"
minor-seventh,"[28, 35, 42, 43]"
half-diminished,"[28, 38, 43]"
minor-seventh,"[28, 35, 38, 43]"
minor-seventh,"[28, 43, 52]"
minor-seventh,"[16, 23, 45, 50]"
dominant,"[28, 38, 44, 49, 52]"
dominant,"[16, 33, 38, 42]"
major-ninth,"[28, 39, 49, 54, 59]"
minor-seventh,"[28, 35, 38, 43]"
diminished-seventh,"[28, 34, 37, 43]"
minor-seventh,"[26, 31, 35, 40]"
diminished-seventh,"[28, 34, 37, 43]"
minor-seventh,"[28, 35, 38, 43]"
minor-ninth,"[31, 38, 42, 47]"
diminished-seventh,"[28, 34, 37, 43]"
minor-seventh,"[31, 38, 42, 47]"
diminished-seventh,"[28, 34, 37, 43]"
diminished-seventh,"[28, 34, 37, 43]"
major-seventh,"[28, 35, 39, 44]"
half-diminished,"[28, 34, 37, 40, 43]"
minor-seventh,"[28, 35, 38, 43]"
diminished-seventh,"[28, 34, 37, 43]"
diminished-seventh,"[28, 34, 37, 43]"
minor-seventh,"[28, 35, 38, 43]"
major-seventh,"[28, 35, 39, 44]"
diminished-seventh,"[28, 34, 38, 43]"
minor-seventh,"[28, 35, 38, 43]"
minor-ninth,"[31, 38, 42, 47]"
dominant,"[35, 38, 44]"
dominant,"[26, 32, 35, 41]"
major-seventh,"[28, 36, 39, 44]"
diminished-seventh,"[28, 34, 37, 43]"
minor-seventh,"[28, 35, 38, 43]"
minor-seventh,"[28, 35, 38, 43]"
minor-seventh,"[28, 35, 38, 43]"
dominant,"[28, 35, 38, 44]"
minor-seventh,"[37, 43, 47, 52]"
minor-ninth,"[28, 38, 42, 47]"
minor-ninth,"[31, 38, 42, 47]"
minor-seventh,"[16, 26, 35, 38, 43]"
dominant,"[28, 41, 44, 47, 53]"
minor-seventh,"[16, 35, 38]"
minor-seventh,"[16, 35, 38]"
dominant,"[28, 41, 44, 50]"
major,"[25, 32, 35, 40]"
minor-seventh,"[28, 35, 38, 43]"
minor-ninth,"[31, 38, 42, 47]"
diminished-seventh,"[28, 34, 37, 43]"
diminished-seventh,"[19, 25, 28, 34]"
major-seventh,"[28, 35, 39, 44]"
diminished-seventh,"[28, 38, 43, 46]"
suspended-fourth,"[16, 26, 30, 33, 40]"
dominant,"[30, 32, 40]"
half-diminished,"[28, 38, 43, 46, 52]"
dominant,"[28, 38, 41, 44, 48]"
dominant,"[29, 32, 35]"
minor-seventh,"[28, 38, 43, 47, 54]"
minor-seventh,"[28, 38, 43, 47, 50]"
minor-seventh,"[28, 40, 47, 50, 55]"
dominant,"[28, 40, 47, 50, 56]"
major,"[37, 57, 64]"
major-sixth,"[37, 57, 64]"
minor-sixth,"[37, 55, 64]"
major-sixth,"[37, 56, 64]"
major,"[37, 55, 64]"
half-diminished,"[28, 33, 34, 38, 45, 46]"
dominant,"[32, 38, 43, 44, 48]"
minor-ninth,"[30, 31, 35, 40, 42]"
dominant,"[31, 32, 36, 38, 44, 48]"
major-seventh,"[35, 39, 40, 44, 49, 51]"
minor-ninth,"[30, 31, 35]"
dominant,"[32, 36, 38, 43]"
major-seventh,"[35, 39, 40, 47]"
minor-seventh,"[28, 33, 38, 43, 47]"
minor-seventh,"[28, 33, 38, 43, 47]"
major-ninth,"[32, 40, 42, 47, 51]"
minor-sixth,"[28, 35, 37, 38, 43, 47]"
major-seventh,"[32, 39, 40, 47]"
minor-ninth,"[26, 30, 31, 35, 38, 45]"
dominant-13th,"[26, 30, 32, 37, 42, 49]"
dominant-ninth,"[28, 35, 40, 42, 47, 52, 54, 56, 59]"
minor-seventh,"[28, 38, 43, 47, 59]"
minor-seventh,"[28, 38, 43, 47, 58]"
minor-seventh,"[28, 38, 43, 47, 57]"
minor-seventh,"[28, 38, 50, 54, 58]"
minor-seventh,"[28, 38, 47, 50, 55]"
dominant,"[16, 26, 34, 38, 44]"
major-seventh,"[16, 27, 35, 39, 44]"
dominant,"[28, 38, 41, 44, 50]"
major-seventh,"[28, 39, 40, 44, 51]"
minor-seventh,"[28, 38, 43, 47, 55]"
minor-seventh,"[28, 38, 44, 49]"
minor-seventh,"[28, 38, 43, 50]"
minor-seventh,"[28, 38, 43, 48]"
dominant,"[32, 42, 48, 51]"
half-diminished,"[28, 38, 43, 46]"
dominant-ninth,"[28, 38, 42, 45]"
dominant,"[28, 38, 42, 44]"
dominant-ninth,"[28, 38, 40, 42, 44]"
minor,"[28, 38, 42, 43, 47]"
dominant-ninth,"[28, 38, 42, 45, 49]"
minor-seventh,"[28, 38, 43, 47, 54]"
dominant,"[28, 38, 44, 48, 55]"
minor-seventh,"[28, 38, 43, 47, 55]"
dominant,"[28, 38, 44, 47, 56]"
minor-seventh,"[28, 38, 43, 47, 57]"
dominant,"[28, 38, 42, 45, 50]"
major-seventh,"[25, 32, 35]"
minor-seventh,"[28, 46, 50]"
dominant,"[28, 38, 41, 44, 48]"
dominant,"[28, 41, 47]"
minor-seventh,"[28, 38, 52]"
dominant-13th,"[32, 38, 43, 50]"
major-seventh,"[28, 47, 51, 56]"
major-seventh,"[27, 35, 39, 44]"
minor-seventh,"[28, 38, 42, 47]"
dominant,"[28, 44, 48, 54]"
dominant,"[28, 39, 41, 44, 47]"
major,"[28, 38, 42, 47, 52]"
dominant,"[25, 35, 39, 44, 49]"
dominant,"[28, 38, 44, 48, 55]"
dominant,"[23, 28, 33]"
dominant,"[33, 41, 44, 50]"
minor-seventh,"[28, 35, 38, 43]"
suspended-fourth,"[23, 28, 33]"
dominant,"[28, 38, 44]"
dominant,"[21, 29, 32, 38]"
major-seventh,"[28, 35, 39, 44]"
dominant,"[28, 33, 38, 45]"
dominant,"[28, 33, 38, 45]"
suspended-fourth,"[23, 28, 33]"
dominant,"[28, 38, 44]"
major-seventh,"[28, 32, 39, 45]"
half-diminished,"[28, 34, 38, 43]"
dominant,"[28, 38, 44, 47]"
dominant,"[23, 28, 33]"
dominant,"[33, 40, 50]"
minor-seventh,"[28, 35, 39, 43]"
minor-seventh,"[28, 31, 40]"
dominant,"[28, 35, 38, 44]"
dominant,"[21, 29, 32, 38]"
major-seventh,"[28, 35, 39, 44]"
dominant,"[28, 33, 38, 45]"
dominant,"[28, 33, 38, 45]"
suspended-fourth,"[23, 28, 33]"
dominant,"[28, 38, 44]"
major-seventh,"[28, 32, 39, 45]"
half-diminished,"[28, 34, 38, 43]"
dominant,"[28, 38, 44, 47]"
dominant,"[23, 28, 33]"
dominant,"[21, 28, 32, 38]"
minor-seventh,"[28, 35, 38, 43]"
suspended-fourth,"[23, 28, 33]"
dominant,"[28, 38, 44]"
dominant,"[21, 29, 32, 38]"
major-seventh,"[28, 35, 39, 44]"
dominant,"[28, 33, 38, 45]"
dominant,"[28, 33, 38, 45]"
suspended-fourth,"[23, 28, 33]"
dominant,"[28, 38, 44]"
major-seventh,"[28, 32, 39, 45]"
major-ninth,"[23, 27, 34, 40]"
major-ninth,"[32, 35, 39, 42]"
minor-seventh,"[33, 35, 38, 55]"
major-seventh,"[32, 35, 58, 59]"
major-seventh,"[32, 35, 44]"
minor-seventh,"[26, 31, 35, 55]"
minor-seventh,"[31, 33, 35, 38, 69, 71]"
minor-seventh,"[26, 28, 31, 35, 59]"
major-seventh,"[37, 42, 66]"
major,"[32, 38, 41, 64]"
major,"[32, 38, 43, 53]"
dominant,"[32, 36, 52, 55]"
major-seventh,"[32, 35, 39, 59]"
dominant-ninth,"[32, 37, 44]"
major-seventh,"[35, 37, 40, 42, 59]"
major-seventh,"[30, 32, 35, 39, 51]"
major,"[32, 38, 40]"
major,"[36, 38, 43, 50]"
minor-seventh,"[28, 43, 50]"
dominant,"[28, 38, 44]"
minor-seventh,"[28, 43, 50]"
dominant,"[28, 38, 44]"
major-seventh,"[28, 44, 51]"
major-sixth,"[23, 32, 37]"
major-seventh,"[28, 44, 51]"
major-sixth,"[23, 32, 37]"
minor-seventh,"[28, 43, 50]"
dominant,"[28, 38, 44]"
minor-seventh,"[28, 43, 50]"
dominant,"[28, 38, 44]"
major-seventh,"[28, 51, 56]"
minor-seventh,"[28, 43, 50]"
dominant,"[28, 38, 44]"
minor-seventh,"[28, 43, 50]"
dominant,"[28, 38, 44]"
major-seventh,"[28, 44, 51]"
major-sixth,"[23, 32, 37]"
major-seventh,"[28, 44, 51]"
major-sixth,"[23, 32, 37]"
minor-seventh,"[28, 43, 50]"
dominant,"[28, 38, 44]"
minor-seventh,"[28, 43, 50]"
dominant,"[28, 38, 44]"
major-seventh,"[28, 51, 56]"
minor-seventh,"[28, 43, 50]"
dominant,"[28, 38, 44]"
minor-seventh,"[28, 43, 50]"
dominant,"[28, 38, 44]"
major-seventh,"[28, 44, 51]"
major-sixth,"[23, 32, 37]"
major-seventh,"[28, 44, 51]"
major-sixth,"[23, 32, 37]"
minor-seventh,"[28, 43, 50]"
dominant,"[28, 38, 44]"
minor-seventh,"[28, 43, 50]"
dominant,"[28, 38, 44]"
minor,"[34, 38, 43]"
dominant,"[32, 38, 40]"
minor-seventh,"[28, 50, 59]"
diminished,"[31, 52, 58]"
minor,"[31, 52, 55]"
diminished,"[31, 52, 55]"
minor-seventh,"[28, 50, 57]"
minor-sixth,"[28, 43, 51]"
minor-seventh,"[28, 43, 50]"
dominant,"[28, 38, 44]"
minor-seventh,"[28, 43, 50]"
dominant,"[28, 38, 44]"
major,"[28, 44, 52]"
minor-seventh,"[28, 31, 38, 50]"
dominant,"[28, 38, 44, 56]"
minor-seventh,"[28, 31, 38, 50]"
dominant,"[28, 38, 44, 56]"
major,"[28, 32, 52]"
major-ninth,"[32, 39, 42, 47]"
minor-seventh,"[28, 35, 38, 43]"
major-seventh,"[28, 35, 39, 44]"
minor-seventh,"[28, 35, 38, 43]"
major-ninth,"[32, 39, 42, 47]"
major,"[25, 32, 35, 40]"
major,"[28, 38, 45]"
major-seventh,"[28, 44, 52]"
dominant,"[23, 28, 32, 38]"
major-seventh,"[28, 35, 39, 44]"
major-ninth,"[27, 39, 42, 47]"
major-seventh,"[40, 47, 51, 56]"
half-diminished,"[28, 37, 40, 43, 46]"
diminished,"[40, 46, 50, 55]"
major,"[37, 44, 47, 52]"
dominant-ninth,"[28, 42, 46]"
major,"[33, 44, 47, 52]"
major,"[32, 47, 52, 56]"
minor-seventh,"[28, 35, 38, 43]"
major-seventh,"[28, 35, 39, 44]"
minor-seventh,"[28, 47, 50, 55]"
half-diminished,"[28, 34, 37, 40, 43]"
minor-seventh,"[28, 35, 38, 43]"
dominant-ninth,"[38, 42, 47, 52]"
major-ninth,"[32, 39, 42, 47]"
dominant-ninth,"[28, 38, 42, 46]"
dominant,"[28, 38, 41, 47]"
major-sixth,"[28, 49, 54, 59]"
major-seventh,"[23, 35, 44]"
suspended-fourth,"[28, 42, 45, 50]"
minor-seventh,"[28, 35, 38, 43]"
major-ninth,"[32, 39, 42, 47]"
major,"[25, 30, 35, 40]"
dominant,"[28, 38, 44, 50]"
suspended-fourth,"[16, 34, 38, 45]"
dominant,"[28, 44, 48, 55]"
major-seventh,"[35, 47, 50, 56]"
half-diminished,"[40, 46, 49, 52, 55]"
diminished,"[40, 46, 50, 55]"
major,"[37, 44, 47, 52]"
minor-ninth,"[28, 38, 43, 46]"
major,"[33, 44, 47, 52]"
major,"[35, 40, 44]"
minor-seventh,"[31, 35, 38, 43]"
half-diminished,"[32, 36, 39, 44]"
minor-seventh,"[35, 38, 43]"
half-diminished,"[31, 34, 37, 40, 43]"
minor-seventh,"[28, 35, 38, 43]"
dominant,"[16, 38, 42, 47]"
dominant,"[16, 38, 42, 47]"
suspended-fourth,"[28, 38, 42, 45, 47]"
dominant,"[16, 38, 41, 44, 47]"
major-seventh,"[28, 47, 51, 56]"
minor-seventh,"[30, 31, 35, 40]"
minor-seventh,"[28, 47, 50, 55]"
major-seventh,"[35, 39, 44]"
major-ninth,"[32, 42, 47, 52]"
minor-seventh,"[28, 38, 43, 50]"
half-diminished,"[28, 52, 55, 61]"
minor-seventh,"[28, 43, 47, 50, 55]"
dominant-ninth,"[28, 38, 55, 59, 62]"
suspended-fourth,"[28, 45, 50, 56]"
minor-seventh,"[16, 47, 50, 55]"
suspended-fourth,"[28, 38, 47, 50, 57]"
dominant,"[28, 38, 47, 54, 58]"
major-minor,"[28, 38, 44, 48, 52, 57]"
minor-seventh,"[16, 28, 51, 55, 59]"
major-minor,"[31, 32, 36, 39, 43]"
dominant,"[40, 41, 44, 47, 52]"
minor-ninth,"[28, 38, 41, 43, 47, 50]"
suspended-fourth,"[28, 38, 47, 50, 57]"
minor-seventh,"[28, 35, 38, 43]"
suspended-fourth,"[26, 33, 37, 42]"
minor-seventh,"[28, 38, 43, 46]"
minor-seventh,"[28, 38, 43, 47]"
major-seventh,"[16, 39, 44]"
suspended-fourth,"[27, 37, 53]"
major-seventh,"[39, 44, 47]"
minor-seventh,"[28, 37, 43, 46]"
major-sixth,"[28, 37, 44, 49, 56]"
minor-seventh,"[28, 36, 48, 50, 55]"
dominant,"[28, 38, 50, 54, 58]"
major,"[32, 48, 54, 56]"
major-seventh,"[28, 51, 56]"
dominant,"[28, 38, 42, 45, 47]"
half-diminished,"[27, 37, 48, 53, 57]"
minor-seventh,"[28, 46, 50, 55]"
dominant,"[28, 53, 56, 59]"
minor-seventh,"[31, 38, 42, 47]"
dominant,"[28, 38, 42, 44, 49]"
dominant,"[32, 41, 47, 50, 55]"
minor-seventh,"[26, 30, 31]"
minor-seventh,"[40, 47, 50, 55]"
dominant,"[28, 38, 44, 49, 52]"
minor-seventh,"[28, 47, 50, 55]"
dominant,"[28, 41, 44, 50]"
minor-seventh,"[28, 35, 38, 42]"
dominant,"[22, 26, 32, 36, 40]"
minor-seventh,"[40, 49, 52, 55]"
dominant,"[28, 37, 42, 47, 52]"
minor-seventh,"[28, 38, 46, 50, 57]"
dominant,"[28, 38, 41, 44, 48]"
half-diminished,"[28, 46, 50]"
dominant,"[28, 32, 38, 43, 48, 52, 55]"
minor,"[35, 51, 55, 59]"
dominant,"[28, 38, 43, 44, 50]"
minor,"[40, 42, 43, 47, 52]"
minor,"[39, 42, 43, 47, 52, 55]"
minor,"[38, 42, 43, 47, 52]"
minor,"[37, 42, 47, 52]"
dominant,"[28, 38, 42, 44, 48]"
dominant,"[28, 38, 42, 44, 49]"
minor-seventh,"[33, 43, 47, 50, 52]"
dominant,"[28, 38, 49, 53, 56, 59]"
major-seventh,"[28, 39, 42, 47]"
half-diminished,"[28, 34, 37, 43]"
minor-seventh,"[31, 36, 43, 47]"
dominant,"[32, 47, 52, 59]"
dominant,"[38, 48, 52, 56]"
major,"[20, 51, 52, 56]"
major-seventh,"[28, 59, 63, 68]"
minor-seventh,"[28, 45, 47, 50, 55]"
half-diminished,"[28, 46, 49, 55]"
minor-seventh,"[28, 38, 47, 50, 55]"
dominant,"[26, 32, 37, 41]"
minor-seventh,"[31, 38, 42, 47]"
dominant,"[34, 40, 44, 49]"
dominant,"[35, 45, 50, 55]"
minor-seventh,"[28, 35, 43, 50, 55]"
dominant,"[16, 23, 32, 38, 42, 46, 49]"
minor-seventh,"[28, 35, 38, 43]"
dominant,"[28, 38, 44, 47, 50, 53]"
dominant,"[28, 38, 42, 44, 50]"
half-diminished,"[37, 43, 46]"
major,"[28, 44, 47, 52, 56]"
major,"[23, 32, 40, 44, 47, 52]"
minor-seventh,"[16, 23, 31, 35, 40, 43]"
dominant,"[23, 32, 40, 44, 50, 52]"
major,"[28, 47, 52, 56, 59]"
major,"[23, 52, 56, 59, 64]"
major,"[23, 47, 52, 56, 59]"
major,"[28, 47, 52, 56, 59]"
major,"[23, 52, 56, 59, 64]"
major,"[23, 47, 52, 56, 59]"
major,"[20, 40, 44, 47, 52]"
minor-seventh,"[16, 31, 35, 40, 43]"
dominant,"[28, 35, 44, 52]"
dominant,"[28, 35, 44, 52]"
major,"[28, 56, 59, 64, 68]"
major,"[23, 32, 52, 56, 59, 64]"
minor-seventh,"[16, 23, 43, 47, 52, 55]"
dominant,"[23, 32, 52, 56, 62, 64]"
major,"[28, 59, 64, 68, 71]"
major,"[23, 64, 68, 71, 76]"
major,"[23, 59, 64, 68, 71]"
major,"[28, 47, 52, 56, 59]"
major,"[23, 52, 56, 59, 64]"
major,"[23, 47, 52, 56, 59]"
major,"[20, 40, 44, 47, 52]"
minor-seventh,"[16, 31, 35, 40, 43]"
minor,"[28, 43, 47, 52, 55]"
major,"[32, 44, 47, 52, 56]"
major,"[27, 34, 39, 43, 46]"
dominant-ninth,"[28, 35, 38, 42, 47]"
dominant,"[20, 28, 35]"
dominant,"[16, 44, 47, 52]"
dominant,"[16, 44, 47, 52]"
major,"[28, 56, 59, 64, 68]"
major,"[23, 32, 52, 56, 59, 64]"
minor-seventh,"[16, 23, 43, 47, 52, 55]"
dominant,"[23, 32, 52, 56, 62, 64]"
major,"[28, 59, 64, 68, 71]"
major,"[23, 64, 68, 71, 76]"
major,"[23, 59, 64, 68, 71]"
major,"[28, 47, 52, 56, 59]"
major,"[23, 52, 56, 59, 64]"
major,"[23, 47, 52, 56, 59]"
major,"[20, 40, 44, 47, 52]"
minor-seventh,"[16, 31, 35, 40, 43]"
minor,"[28, 43, 47, 52, 55]"
major,"[32, 44, 47, 52, 56]"
major,"[27, 34, 39, 43, 46]"
dominant-ninth,"[28, 35, 38, 42, 47]"
dominant,"[20, 28, 35]"
major,"[25, 33, 40]"
minor-seventh,"[28, 35, 38, 43]"
minor-seventh,"[28, 35, 38, 43]"
major-seventh,"[28, 35, 39, 44]"
minor-seventh,"[28, 35, 38, 43]"
minor-seventh,"[28, 35, 38, 43]"
dominant,"[28, 38, 38, 42, 47]"
minor-seventh,"[28, 35, 38, 43]"
dominant-13th,"[28, 38, 44, 49, 56]"
dominant,"[28, 38, 44, 49, 57]"
major-seventh,"[28, 47, 51, 56, 58]"
minor-seventh,"[28, 34, 38, 43]"
dominant,"[16, 26, 29, 32, 35]"
half-diminished,"[28, 34, 37, 40, 43]"
half-diminished,"[28, 34, 37, 40, 43]"
minor-seventh,"[28, 38, 43, 47, 54]"
dominant-13th,"[28, 38, 44, 49, 56]"
dominant-13th,"[28, 38, 44, 49, 57]"
minor-seventh,"[28, 43, 47, 50]"
dominant,"[28, 38, 41, 44, 50]"
minor-seventh,"[16, 38, 42, 47]"
half-diminished,"[28, 34, 37, 40, 43]"
minor-seventh,"[28, 35, 38, 43]"
minor-seventh,"[28, 35, 38, 43]"
major-seventh,"[28, 35, 39, 44]"
half-diminished,"[28, 34, 38, 43]"
dominant-ninth,"[28, 37, 42, 46]"
minor-seventh,"[16, 38, 42, 47]"
half-diminished,"[28, 34, 37, 40, 43]"
minor-seventh,"[28, 35, 38, 43]"
minor-seventh,"[28, 35, 38, 43]"
major-seventh,"[28, 35, 39, 44]"
dominant,"[28, 38, 44, 49, 54]"
dominant,"[32, 35, 42]"
dominant,"[28, 44, 48, 54]"
dominant,"[28, 44, 48, 54]"
minor-seventh,"[28, 47, 50, 55]"
minor-seventh,"[28, 35, 38, 43]"
minor-seventh,"[28, 35, 38, 43]"
minor-seventh,"[28, 35, 38, 43]"
minor-seventh,"[28, 38, 38, 42, 45]"
minor-ninth,"[28, 47, 50, 54, 57]"
suspended-fourth,"[28, 38, 42, 47]"
minor-ninth,"[26, 31, 35, 38]"
dominant-ninth,"[33, 38, 42, 45]"
major-seventh,"[40, 47, 51, 56]"
minor-seventh,"[35, 38, 43]"
minor-seventh,"[28, 38, 47, 50, 55]"
minor-seventh,"[28, 35, 38, 43]"
minor-seventh,"[28, 35, 38, 43]"
minor-seventh,"[28, 35, 38, 43]"
minor-seventh,"[28, 38, 38, 42, 45]"
minor-seventh,"[28, 42, 43, 50]"
dominant,"[28, 38, 44, 49, 56]"
dominant,"[28, 44, 49, 56]"
minor-seventh,"[28, 35, 38, 43]"
minor-seventh,"[28, 35, 38, 43]"
major-seventh,"[28, 35, 39, 44]"
minor-seventh,"[28, 35, 38, 43]"
minor-seventh,"[28, 35, 38, 43]"
dominant,"[28, 38, 38, 42, 47]"
minor-seventh,"[28, 35, 38, 43]"
dominant-13th,"[28, 38, 44, 49, 56]"
dominant,"[28, 38, 44, 49, 57]"
half-diminished,"[34, 38, 43]"
dominant,"[28, 38, 40, 44, 49]"
diminished,"[28, 37, 40, 43, 46]"
minor-seventh,"[28, 35, 38, 43]"
half-diminished,"[34, 38, 43]"
dominant,"[28, 38, 40, 44, 49]"
diminished,"[28, 34, 37, 40, 43]"
minor-seventh,"[28, 35, 38, 43]"
dominant,"[28, 44, 46, 52]"
dominant,"[40, 52, 64]"
minor-seventh,"[16, 38, 42, 47]"
half-diminished,"[28, 34, 37, 40, 43]"
minor-seventh,"[28, 35, 38, 43]"
minor-seventh,"[28, 35, 38, 43]"
major-seventh,"[28, 35, 39, 44]"
half-diminished,"[28, 34, 37, 40, 43]"
half-diminished,"[28, 31, 34, 37, 42]"
minor-seventh,"[16, 38, 42, 47]"
half-diminished,"[28, 34, 37, 40, 43]"
minor-seventh,"[28, 35, 38, 43]"
minor-seventh,"[28, 35, 38, 43]"
major-seventh,"[28, 35, 39, 44]"
dominant-13th,"[26, 38, 44, 49, 54]"
dominant,"[32, 36, 40]"
major-seventh,"[16, 35, 39, 44]"
dominant,"[28, 32, 38, 42, 47]"
dominant,"[29, 33, 39, 43, 48]"
dominant,"[28, 32, 38, 42, 47]"
dominant,"[23, 26, 28, 32, 47]"
dominant,"[35, 38, 40, 44, 58]"
dominant,"[35, 38, 40, 44, 58]"
dominant,"[36, 39, 41, 45, 59]"
minor-seventh,"[28, 31, 35, 38, 57]"
dominant,"[22, 26, 28, 32, 50]"
dominant,"[28, 32, 35, 38, 56]"
dominant,"[16, 28, 38, 44, 48]"
dominant,"[23, 28, 32, 44]"
dominant,"[28, 32, 35, 38, 56]"
dominant,"[23, 28, 32, 47]"
dominant,"[28, 32, 35, 38, 56]"
diminished,"[28, 31, 34, 37, 58]"
dominant,"[23, 28, 32, 47]"
dominant,"[35, 38, 40, 44, 58]"
dominant,"[36, 39, 41, 45, 59]"
minor-11th,"[28, 31, 35, 38, 57]"
dominant,"[28, 32, 34, 38, 58]"
dominant,"[23, 26, 28, 32, 44]"
dominant,"[23, 26, 28, 32, 44]"
dominant,"[23, 26, 28, 32, 41]"
dominant,"[24, 27, 29, 33, 42]"
dominant,"[28, 44, 47, 50]"
dominant,"[28, 44, 47, 50]"
dominant,"[28, 44, 47, 50]"
dominant,"[28, 44, 52, 55]"
dominant-ninth,"[28, 44, 50, 54]"
dominant-13th,"[28, 38, 44, 49]"
dominant-ninth,"[28, 44, 50, 54]"
dominant-13th,"[28, 38, 44, 49]"
dominant-ninth,"[28, 44, 50, 54]"
dominant-13th,"[28, 38, 44, 49]"
dominant-13th,"[28, 38, 44, 49]"
dominant-ninth,"[28, 44, 50, 54]"
augmented,"[28, 48, 52, 56]"
dominant-ninth,"[28, 44, 50, 54]"
major-seventh,"[28, 44, 51, 58, 58]"
dominant,"[28, 38, 44, 50, 55, 55]"
minor-seventh,"[16, 38, 43, 47, 47]"
dominant,"[17, 39, 44, 48, 48]"
minor-seventh,"[28, 38, 43, 45, 45]"
major-seventh,"[28, 39, 46, 46]"
dominant,"[28, 38, 44, 50, 55, 55]"
minor-seventh,"[16, 31, 38, 45, 45]"
dominant,"[28, 32, 38, 48, 48]"
dominant,"[28, 32, 38, 48, 48]"
major-minor,"[28, 43, 50, 54, 54]"
major-minor,"[28, 43, 50, 55, 55]"
major-seventh,"[28, 35, 42, 44, 51, 58, 58]"
dominant,"[28, 38, 43, 44, 48, 55, 55]"
minor-seventh,"[16, 38, 43, 47, 47]"
dominant,"[17, 39, 44, 48, 48]"
minor-seventh,"[28, 31, 35, 38, 43, 45, 47]"
major-seventh,"[28, 32, 35, 39, 40, 44, 46]"
dominant,"[26, 32, 36, 40, 43, 43]"
minor-seventh,"[28, 31, 35, 38, 42, 45, 45]"
dominant,"[28, 32, 38, 43, 48, 48]"
minor-seventh,"[28, 35, 43, 47, 50, 54, 54]"
