label,notes
dominant-13th,"[28, 38, 44, 49, 56]"
dominant,"[28, 38, 42, 47]"
major-seventh,"[28, 35, 39, 44]"
major-seventh,"[27, 32, 35, 40]"
minor-seventh,"[28, 35, 38, 43]"
minor-seventh,"[26, 38, 42, 47]"
dominant,"[20, 26, 32, 35, 40]"
dominant,"[28, 38, 42, 46, 49]"
dominant-13th,"[28, 38, 44, 46, 49]"
minor-seventh,"[28, 43, 45]"
dominant-ninth,"[28, 38, 42, 47]"
dominant,"[28, 38, 43, 46]"
minor-seventh,"[28, 38, 43, 47]"
minor-seventh,"[28, 38, 43, 48]"
minor-seventh,"[28, 38, 43, 49]"
minor-seventh,"[28, 38, 42, 43, 50]"
dominant-ninth,"[28, 38, 42, 44, 51]"
major-seventh,"[28, 44, 47, 51]"
minor-11th,"[35, 38, 42, 45]"
half-diminished,"[26, 31, 34, 38, 46]"
dominant,"[32, 38, 41, 44, 48, 52]"
minor-seventh,"[28, 31, 35, 38, 42]"
dominant-ninth,"[28, 32, 38, 40, 44]"
dominant,"[32, 38, 43, 50]"
major-sixth,"[26, 32, 37, 42, 47]"
augmented-seventh,"[26, 32, 36, 40]"
dominant-11th,"[33, 38, 42, 45, 49]"
major-sixth,"[32, 37, 38, 42, 44]"
dominant,"[32, 35, 38, 43]"
dominant,"[26, 32, 36, 43]"
dominant,"[33, 39, 43, 50]"
augmented-seventh,"[26, 32, 36, 40, 44, 48]"
augmented-seventh,"[33, 39, 43, 47, 51, 55]"
dominant-ninth,"[26, 32, 38, 42]"
augmented-seventh,"[20, 26, 28, 31, 36, 40]"
major-sixth,"[26, 32, 37, 42]"
dominant,"[21, 27, 32, 37]"
minor-ninth,"[28, 31, 35, 38, 42]"
dominant,"[26, 32, 37, 41]"
dominant-ninth,"[32, 38, 42, 47, 50]"
augmented-seventh,"[26, 32, 36, 40, 48]"
minor-sixth,"[31, 35, 37, 42, 51]"
dominant,"[32, 38, 44]"
dominant,"[26, 32, 36, 55]"
dominant-11th,"[37, 38, 42, 47]"
dominant-ninth,"[32, 35, 38, 42]"
major-sixth,"[26, 32, 37, 43]"
dominant,"[32, 38, 43, 55]"
major-sixth,"[26, 32, 37, 43]"
augmented-seventh,"[25, 31, 35, 39]"
dominant-ninth,"[32, 39, 42, 49]"
augmented-seventh,"[26, 32, 36, 38, 43]"
dominant-13th,"[26, 32, 37, 49]"
dominant-ninth,"[32, 38, 42, 54]"
major-sixth,"[26, 32, 37, 48]"
major-sixth,"[26, 32, 37, 44]"
augmented-seventh,"[26, 32, 36, 56]"
half-diminished,"[30, 31, 34, 46]"
major-sixth,"[26, 32, 37, 49]"
augmented-seventh,"[26, 32, 36, 48]"
minor-sixth,"[31, 37, 42, 54]"
minor-seventh,"[28, 33, 38, 43, 43]"
major,"[28, 34, 39, 44, 44]"
minor-seventh,"[28, 38, 43, 47]"
dominant,"[27, 28, 38, 41, 44]"
major-ninth,"[23, 28, 35, 39, 44]"
dominant-ninth,"[28, 42, 45, 50]"
major-ninth,"[28, 35, 39, 44]"
dominant-ninth,"[28, 42, 45, 47]"
major-seventh,"[28, 39, 44, 47, 52]"
minor-seventh,"[28, 38, 45, 47, 50, 55]"
major-seventh,"[28, 39, 44, 47]"
dominant-ninth,"[28, 32, 42, 44, 50]"
minor-seventh,"[28, 38, 47, 52, 55]"
suspended-fourth,"[28, 38, 44, 49]"
minor-seventh,"[28, 38, 42, 43, 47]"
dominant,"[28, 32, 41, 44, 50]"
major-seventh,"[28, 39, 49, 51, 56]"
dominant-ninth,"[28, 38, 41, 44, 50]"
minor-seventh,"[33, 47, 50, 52, 55]"
suspended-fourth,"[28, 42, 45, 47, 50]"
suspended-fourth,"[28, 38, 42, 46]"
minor-seventh,"[28, 35, 38, 43]"
dominant,"[28, 44, 47]"
dominant,"[32, 34, 37]"
major-seventh,"[16, 39, 40, 44]"
minor-seventh,"[28, 43, 47]"
dominant,"[28, 38, 41, 44]"
major-seventh,"[28, 35, 52]"
major-seventh,"[23, 35, 42, 45, 49, 52]"
dominant-ninth,"[16, 28, 35, 38, 42, 45]"
dominant-ninth,"[28, 38, 42, 44, 49]"
minor-seventh,"[28, 38, 43, 47, 52]"
dominant,"[28, 32, 38, 42, 47]"
dominant,"[28, 32, 38, 42, 47]"
minor-seventh,"[28, 38, 43, 47, 55]"
dominant,"[28, 32, 38, 41, 49]"
major-seventh,"[28, 47, 51, 56]"
minor-seventh,"[21, 31, 35, 40]"
dominant-ninth,"[16, 38, 42, 47, 47]"
minor-seventh,"[28, 38, 43, 47, 55]"
dominant-ninth,"[38, 42, 49]"
major-seventh,"[28, 39, 47, 51, 56]"
major-seventh,"[28, 47, 51, 56]"
minor-seventh,"[28, 45, 47, 50, 55, 57]"
major-seventh,"[28, 39, 44, 47, 54, 56]"
dominant,"[28, 38, 46, 50, 56]"
minor-seventh,"[28, 29, 38, 39, 45, 47, 50, 55, 57]"
dominant,"[28, 32, 41, 44, 50]"
major-seventh,"[28, 39, 44, 47, 54, 56]"
dominant,"[28, 32, 38, 41, 48, 50]"
minor-seventh,"[28, 38, 47, 50, 55]"
dominant,"[28, 32, 41, 44, 47]"
minor,"[28, 38, 47, 50, 55]"
suspended-fourth,"[27, 42, 46, 50]"
dominant-ninth,"[28, 38, 42, 44, 47]"
major,"[28, 47, 51, 56]"
dominant-ninth,"[28, 38, 41, 44, 50]"
dominant,"[16, 26, 29, 32, 38]"
minor-seventh,"[28, 38, 43, 47, 54]"
major,"[39, 40, 44]"
suspended-fourth,"[16, 35, 37, 40, 45]"
major,"[39, 40, 44]"
suspended-fourth,"[16, 35, 37, 40, 45]"
major-seventh,"[32, 35, 39, 44]"
minor-seventh,"[38, 40, 43]"
minor-seventh,"[35, 38, 43]"
minor,"[35, 40, 43]"
dominant,"[28, 38, 50]"
major,"[35, 37, 40]"
dominant,"[28, 41, 47]"
major,"[32, 36, 43]"
minor-seventh,"[28, 38, 40, 43]"
dominant,"[28, 38, 42, 47]"
major-seventh,"[25, 32, 35, 39, 40]"
minor-seventh,"[31, 38, 42, 47]"
minor-seventh,"[28, 38, 43, 47]"
minor-seventh,"[28, 38, 44, 49]"
major,"[25, 35, 40, 44]"
dominant,"[28, 38, 38, 42, 45]"
major-seventh,"[28, 44, 47, 52]"
minor-seventh,"[28, 38, 40, 43, 48]"
major,"[20, 30, 35, 39, 44]"
major,"[18, 27, 32, 35, 39]"
minor-seventh,"[28, 39, 42, 44]"
minor-seventh,"[28, 38, 43, 47, 54]"
dominant,"[28, 38, 42, 45]"
minor-seventh,"[40, 43, 47, 52]"
major-seventh,"[28, 32, 39, 42, 47]"
dominant,"[29, 40, 44, 49]"
dominant,"[28, 38, 42, 47]"
minor-seventh,"[40, 43, 47, 52]"
major-seventh,"[28, 39, 42, 47]"
dominant,"[29, 41, 44, 49]"
major-seventh,"[28, 35, 44, 47, 51]"
dominant,"[28, 42, 45, 47]"
major-seventh,"[28, 35, 44, 52, 59, 64]"
major-seventh,"[28, 35, 44, 52, 59, 64]"
minor-ninth,"[16, 31, 34, 38, 42, 57]"
dominant,"[28, 38, 41, 44, 49, 58]"
major,"[16, 32, 37, 39, 42, 56]"
none,"[18, 34, 39, 41, 44, 58]"
minor-sixth,"[16, 31, 37, 38, 42, 57]"
dominant,"[28, 38, 41, 44, 49, 58]"
major,"[16, 32, 37, 39, 42, 56]"
none,"[16, 32, 37, 39, 42, 56]"
minor-ninth,"[16, 31, 34, 38, 42, 55]"
dominant,"[28, 38, 41, 44, 49, 62]"
major,"[16, 37, 39, 42, 44, 68]"
major-sixth,"[16, 32, 37, 39, 42, 63]"
minor-sixth,"[16, 31, 37, 38, 42, 57]"
major,"[28, 38, 42, 44, 49, 64]"
major,"[28, 39, 42, 44, 49, 63]"
minor-ninth,"[28, 31, 35, 38, 42, 57]"
major,"[23, 26, 30, 33, 37, 52]"
minor-seventh,"[28, 38, 43, 50, 55]"
dominant,"[28, 38, 50]"
major-seventh,"[28, 39, 44, 51, 56]"
major-seventh,"[28, 39, 51]"
half-diminished,"[28, 38, 43, 50, 55]"
dominant,"[28, 38, 50]"
minor,"[16, 31, 38, 43]"
minor,"[16, 31, 40]"
half-diminished,"[28, 38, 52]"
minor-seventh,"[16, 26, 35, 43]"
minor-seventh,"[28, 38, 43, 52]"
major-seventh,"[28, 39, 44, 51, 56]"
half-diminished,"[28, 38, 58]"
dominant,"[28, 38, 44, 47]"
minor-seventh,"[35, 43, 52, 59]"
dominant,"[28, 38, 44, 54]"
minor-seventh,"[35, 43, 50, 59]"
dominant,"[28, 38, 44, 54]"
half-diminished,"[28, 38, 43, 50, 55]"
dominant,"[28, 38, 40, 47]"
minor-seventh,"[16, 26, 31, 40]"
major-seventh,"[28, 39, 42, 46]"
dominant-13th,"[28, 44, 48, 52]"
dominant-ninth,"[26, 32, 36]"
suspended-fourth,"[28, 38, 42, 45, 47]"
minor-sixth,"[28, 37, 43, 47, 52]"
minor-seventh,"[28, 38, 47, 50, 55]"
diminished-seventh,"[28, 37, 49, 52, 54, 60]"
minor-ninth,"[28, 38, 49, 54, 57]"
suspended-fourth,"[28, 38, 42, 47, 52]"
minor-seventh,"[28, 38, 47, 50, 55]"
diminished-seventh,"[28, 37, 60, 63]"
minor-seventh,"[28, 38, 54, 57]"
dominant,"[28, 38, 55, 58]"
major-ninth,"[28, 40, 42, 44, 47]"
major,"[26, 47, 52, 56]"
major-seventh,"[16, 37, 42, 46]"
minor-seventh,"[26, 47, 52, 55]"
dominant-13th,"[28, 38, 44, 49, 52]"
dominant-ninth,"[32, 36, 40]"
dominant-ninth,"[32, 35, 40]"
suspended-fourth,"[28, 38, 42, 45, 47]"
minor-sixth,"[28, 37, 43, 47, 52]"
minor-seventh,"[28, 38, 43, 47, 52]"
dominant,"[28, 38, 44, 47, 54]"
major-seventh,"[28, 39, 44, 49]"
diminished,"[27, 37, 46, 49, 57]"
major-seventh,"[22, 31, 38, 43, 46]"
dominant,"[32, 38, 42, 47, 52]"
dominant,"[32, 38, 42, 47, 52]"
dominant,"[32, 38, 42, 47, 52]"
dominant,"[32, 38, 42, 47, 52]"
dominant,"[32, 38, 42, 47, 52]"
dominant,"[32, 38, 42, 47, 52]"
dominant-13th,"[26, 30, 32, 37, 40]"
dominant-13th,"[32, 38, 42, 46, 49]"
major-seventh,"[32, 39, 42, 47]"
dominant,"[38, 42, 44, 49, 52]"
major-seventh,"[32, 37, 39, 44]"
dominant,"[26, 30, 32, 37]"
major-seventh,"[32, 39, 42, 47]"
minor-seventh,"[26, 31, 35, 42]"
dominant,"[32, 38, 42, 47]"
major-seventh,"[37, 39, 44, 47]"
dominant,"[26, 30, 32, 37, 40]"
major-seventh,"[32, 37, 39, 44]"
dominant,"[26, 30, 32, 37]"
major-seventh,"[27, 30, 32, 35]"
minor-seventh,"[31, 35, 38, 42]"
dominant,"[26, 30, 32, 35]"
major-seventh,"[32, 39, 42, 47]"
minor-seventh,"[26, 31, 35, 42]"
dominant,"[32, 38, 42, 47]"
major-seventh,"[32, 37, 39, 42, 47]"
minor-seventh,"[38, 43, 47, 54]"
dominant,"[32, 38, 42, 49]"
major-seventh,"[32, 39, 42, 47]"
minor-seventh,"[31, 35, 38, 42, 47, 54]"
dominant,"[26, 30, 32, 37, 42, 49]"
major-seventh,"[32, 35, 39, 42, 47, 54, 59]"
minor-seventh,"[31, 38, 42, 45, 52, 57]"
dominant,"[26, 32, 37, 40, 47, 52]"
major-seventh,"[23, 27, 30, 40]"
major-seventh,"[32, 37, 42, 45]"
minor-seventh,"[26, 30, 31, 35, 42]"
major-seventh,"[28, 39, 44]"
dominant,"[28, 35, 38, 52]"
major-seventh,"[32, 35, 39, 42, 52]"
minor-seventh,"[31, 35, 38, 45]"
major-seventh,"[16, 23, 28, 40]"
minor-seventh,"[26, 30, 31, 35, 42]"
major-seventh,"[28, 39, 47]"
minor-seventh,"[31, 35, 38, 42, 43]"
minor-seventh,"[31, 35, 38, 42, 54]"
dominant,"[32, 38, 42, 44]"
major-seventh,"[32, 37, 42, 44]"
dominant,"[32, 35, 38, 44]"
major-seventh,"[32, 35, 39, 40]"
minor-seventh,"[30, 31, 35, 38, 42]"
dominant,"[36, 38, 41, 44, 48]"
major-seventh,"[30, 32, 35, 39, 42]"
minor-seventh,"[30, 31, 35, 38, 42]"
dominant,"[37, 38, 42, 45, 49]"
major-seventh,"[35, 39, 42, 44, 47]"
major-seventh,"[32, 39, 42, 47]"
dominant,"[38, 42, 44, 49, 52]"
major-seventh,"[32, 37, 39, 44]"
dominant,"[26, 30, 32, 37]"
major-seventh,"[32, 39, 42, 47]"
minor-seventh,"[26, 31, 35, 42]"
dominant,"[32, 38, 42, 47]"
major-seventh,"[37, 39, 44, 47]"
dominant,"[26, 30, 32, 37, 40]"
major-seventh,"[32, 37, 39, 44]"
dominant,"[26, 30, 32, 37]"
major-seventh,"[27, 30, 32, 35]"
minor-seventh,"[31, 35, 38, 42]"
dominant,"[26, 30, 32, 35]"
major-seventh,"[32, 39, 42, 47]"
minor-seventh,"[26, 31, 35, 42]"
dominant,"[32, 38, 42, 47]"
major-seventh,"[32, 37, 39, 42, 47]"
minor-seventh,"[38, 43, 47, 54]"
dominant,"[32, 38, 42, 49]"
major-seventh,"[32, 39, 42, 47]"
minor-seventh,"[31, 35, 38, 42, 47, 54]"
dominant,"[26, 30, 32, 37, 42, 49]"
major-seventh,"[32, 35, 39, 42, 47, 54, 59]"
dominant,"[31, 43, 47, 47, 50, 53]"
minor,"[31, 55, 58, 58, 62]"
dominant,"[31, 43, 47, 47, 50, 53]"
minor,"[31, 55, 58, 59, 62]"
dominant,"[31, 43, 47, 47, 50, 53]"
minor,"[31, 55, 58, 58, 62]"
half-diminished,"[31, 43, 46, 49, 53, 57]"
dominant,"[19, 31, 34, 35, 37, 41]"
minor,"[31, 52, 55, 58, 62]"
dominant,"[31, 43, 47, 47, 50, 53]"
minor,"[31, 55, 58, 58, 62]"
dominant,"[31, 43, 47, 47, 50, 53]"
minor,"[31, 55, 58, 59, 62]"
minor,"[31, 55, 58, 58, 62]"
half-diminished,"[31, 43, 46, 49, 53, 57]"
dominant,"[19, 31, 34, 35, 37, 41]"
minor,"[31, 52, 55, 58, 62]"
half-diminished,"[19, 31, 34, 37, 41, 43]"
dominant,"[31, 55, 59, 62, 65, 65, 68]"
minor,"[19, 31, 34, 38, 43]"
half-diminished,"[19, 31, 34, 37, 41, 43]"
dominant,"[31, 55, 59, 62, 65, 65, 68]"
major-sixth,"[31, 43, 47, 50, 52, 56]"
half-diminished,"[31, 43, 46, 49, 52, 53]"
dominant,"[31, 43, 47, 47, 50, 53]"
minor,"[31, 55, 58, 58, 62]"
dominant,"[31, 43, 47, 47, 50, 53]"
minor,"[31, 55, 58, 59, 62]"
dominant,"[31, 43, 47, 47, 50, 53]"
minor,"[31, 55, 58, 58, 62]"
half-diminished,"[31, 43, 46, 49, 53, 57]"
dominant,"[19, 31, 34, 35, 37, 41]"
minor,"[31, 52, 55, 58, 62]"
major,"[28, 35, 46, 54]"
major,"[23, 28, 35, 44]"
dominant,"[28, 32, 38, 47]"
major,"[28, 35, 44, 52]"
major,"[23, 32, 40, 47]"
major,"[28, 35, 44, 52]"
major,"[28, 40, 47, 56]"
dominant,"[28, 32, 38, 47]"
major,"[28, 35, 44, 52]"
dominant,"[28, 32, 40, 47]"
major,"[28, 40, 47, 56]"
dominant,"[28, 32, 38, 47]"
major,"[28, 35, 44, 52]"
dominant,"[28, 32, 38, 47]"
minor-seventh,"[28, 35, 43, 50]"
major,"[28, 38, 44]"
minor-seventh,"[28, 38, 47, 50]"
dominant,"[32, 40, 47, 50]"
major,"[28, 35, 40, 44]"
major,"[23, 28, 35, 44]"
dominant,"[28, 32, 38, 47]"
major,"[28, 35, 44, 52]"
major,"[23, 32, 40, 47]"
major,"[16, 28, 35, 44, 52]"
dominant,"[23, 28, 32, 34]"
major-seventh,"[28, 31, 35, 39, 44]"
dominant,"[23, 28, 32, 34]"
major-seventh,"[28, 32, 35, 39, 44]"
dominant,"[23, 28, 32, 38]"
major-seventh,"[28, 32, 35, 39, 56]"
major-seventh,"[35, 40, 44, 63]"
dominant,"[23, 26, 30, 44]"
major-seventh,"[28, 32, 35, 39, 51]"
major,"[35, 40, 44, 58]"
dominant,"[28, 38, 42, 44, 49]"
major-seventh,"[28, 44, 49, 51, 54]"
major-seventh,"[28, 44, 49, 51, 54]"
dominant,"[28, 38, 42, 44, 47]"
major-seventh,"[28, 44, 49, 51, 54]"
major-seventh,"[28, 44, 49, 51, 54]"
major-seventh,"[28, 44, 49, 51, 54]"
dominant,"[28, 38, 42, 44, 49]"
major-seventh,"[29, 44, 49, 51, 54]"
major-seventh,"[29, 39, 42, 44, 47]"
dominant,"[28, 38, 42, 44, 47]"
major-seventh,"[29, 44, 49, 51, 54]"
dominant,"[29, 38, 42, 44, 49]"
major,"[28, 32, 56]"
dominant,"[28, 56, 62, 68]"
major-seventh,"[16, 63, 68, 75]"
dominant-ninth,"[32, 38, 42, 44, 49, 54]"
dominant-ninth,"[32, 38, 42, 59, 69]"
major-ninth,"[28, 56, 68]"
suspended-fourth,"[28, 34, 38, 43, 46]"
major-seventh,"[28, 44, 47, 51]"
dominant-ninth,"[28, 38, 42, 46]"
suspended-fourth,"[28, 50, 59]"
major-ninth,"[28, 56, 68]"
dominant-ninth,"[16, 28, 59, 71]"
minor,"[28, 55, 67]"
major-minor,"[28, 39, 43, 47, 54]"
minor-seventh,"[38, 43, 47, 52]"
dominant-13th,"[28, 38, 44, 49, 54]"
suspended-fourth,"[28, 38, 45, 50, 53, 57]"
major,"[28, 44, 68, 80]"
major-seventh,"[28, 39, 44, 51, 56]"
dominant,"[38, 44, 50, 56]"
major-seventh,"[16, 28, 51, 56, 63]"
dominant-ninth,"[32, 38, 42, 47]"
major,"[16, 28, 56, 59, 64]"
major-seventh,"[35, 42, 44, 47]"
dominant-ninth,"[32, 38, 42, 48, 52]"
major,"[40, 44, 47, 52]"
minor-ninth,"[38, 43, 47, 52]"
suspended-fourth,"[37, 42, 46, 52]"
suspended-fourth,"[36, 41, 45, 52]"
major-ninth,"[28, 52, 56]"
major,"[32, 40, 47]"
dominant,"[23, 28, 32, 40]"
minor-seventh,"[28, 31, 38, 42]"
major,"[28, 35, 44, 47]"
major,"[28, 40, 44, 47, 52]"
major,"[28, 40, 44, 47, 52]"
major,"[32, 40, 52, 59]"
major,"[28, 35, 47, 55, 56]"
major,"[32, 40, 52, 59]"
major,"[32, 40, 47]"
dominant,"[28, 38, 44, 49]"
suspended-fourth,"[28, 33, 38, 40]"
major,"[32, 40, 47]"
dominant,"[23, 28, 32, 40]"
minor-seventh,"[28, 31, 38, 42]"
major,"[28, 35, 44, 47]"
major,"[28, 40, 44, 47, 52]"
diminished,"[28, 37, 43, 46]"
major,"[23, 35, 40, 44]"
diminished,"[28, 37, 43, 48]"
minor-seventh,"[28, 35, 40, 43]"
diminished,"[28, 37, 43]"
major,"[23, 32, 35]"
suspended-fourth,"[28, 39, 42]"
major,"[28, 44, 52]"
major,"[40, 44, 47]"
major,"[32, 35, 40]"
major,"[35, 40, 44]"
minor,"[40, 43, 47]"
minor,"[31, 35, 40]"
minor,"[35, 40, 43]"
diminished,"[40, 43, 46]"
diminished,"[31, 34, 40]"
diminished,"[34, 40, 43]"
augmented,"[40, 44, 48]"
augmented,"[32, 36, 40]"
augmented,"[36, 40, 44]"
major-seventh,"[40, 44, 47, 51]"
dominant,"[40, 44, 47, 50]"
major-minor,"[40, 43, 47, 51]"
minor-seventh,"[40, 43, 47, 50]"
half-diminished,"[40, 43, 46, 50]"
diminished-seventh,"[40, 43, 46, 51]"
major-ninth,"[40, 44, 47, 51, 54]"
major-11th,"[40, 44, 47, 51, 54, 57]"
major-13th,"[40, 44, 47, 51, 54, 57, 61]"
dominant-ninth,"[40, 44, 47, 50, 54]"
dominant-11th,"[40, 44, 47, 50, 54, 57]"
dominant-13th,"[40, 44, 47, 50, 54, 57, 61]"
major-minor,"[40, 43, 47, 51, 54]"
major-minor,"[40, 43, 47, 51, 54, 57]"
major-minor,"[40, 43, 47, 51, 54, 57, 61]"
minor-ninth,"[40, 43, 47, 50, 54]"
minor-11th,"[40, 43, 47, 50, 54, 57]"
minor-13th,"[40, 43, 47, 50, 54, 57, 61]"
minor-ninth,"[40, 43, 46, 50, 54]"
minor-11th,"[40, 43, 46, 50, 54, 57]"
minor-13th,"[40, 43, 46, 50, 54, 57, 61]"
major-sixth,"[40, 44, 47, 49]"
major-sixth,"[40, 44, 47, 49, 54]"
major,"[40, 42, 44, 47]"
minor-11th,"[40, 43, 46, 50, 54, 57]"
major-seventh,"[40, 44, 47, 51, 58]"
dominant-13th,"[40, 44, 47, 50, 53, 58, 61]"
dominant,"[40, 44, 46, 48, 50, 53, 55]"
suspended-fourth,"[40, 45, 47]"
suspended-fourth,"[40, 45, 47, 50, 54]"
minor-ninth,"[25, 43, 47, 54]"
minor-seventh,"[16, 33, 36, 43]"
dominant,"[16, 35, 38, 44]"
minor-seventh,"[16, 31, 35, 42]"
major-seventh,"[16, 35, 39, 44]"
half-diminished,"[17, 24, 28, 33]"
minor-seventh,"[21, 35, 38, 40]"
half-diminished,"[28, 34, 38, 46, 50, 57]"
dominant-ninth,"[16, 26, 32, 42, 44, 50]"
major-seventh,"[28, 47, 51, 56]"
minor-seventh,"[31, 50, 54, 59]"
dominant-ninth,"[28, 38, 42, 44]"
half-diminished,"[28, 34, 38, 46, 50, 57]"
dominant-ninth,"[16, 26, 32, 42, 44, 50]"
major-seventh,"[28, 47, 51, 56]"
minor-seventh,"[28, 38, 47, 50, 57]"
dominant,"[28, 38, 41, 44, 50]"
major-seventh,"[28, 47, 51, 56]"
minor-seventh,"[28, 38, 47, 50, 57]"
dominant,"[28, 38, 41, 44, 50]"
suspended-fourth,"[28, 39, 47, 51, 56]"
dominant,"[16, 26, 40]"
dominant-ninth,"[16, 38, 42, 44, 47]"
dominant,"[28, 38, 41, 44, 48]"
major-seventh,"[28, 35, 40, 44, 49]"
major-seventh,"[28, 39, 42, 44]"
minor-seventh,"[28, 46, 50, 55]"
dominant,"[16, 26, 41, 44, 50]"
major-seventh,"[28, 35, 56]"
major-seventh,"[28, 49, 51]"
dominant,"[28, 40, 44, 50]"
dominant-ninth,"[28, 38, 42, 46]"
suspended-fourth,"[16, 26, 32, 34, 40]"
dominant-ninth,"[34, 44, 53, 56, 60]"
minor-seventh,"[16, 43, 47, 54]"
major-seventh,"[16, 28, 51, 54, 56, 59]"
dominant-ninth,"[16, 28, 45, 50, 54]"
suspended-fourth,"[21, 33, 50, 54, 57, 61]"
diminished,"[16, 28, 49, 52, 58]"
minor-seventh,"[28, 38, 47, 50, 55]"
dominant-ninth,"[27, 28, 38, 42, 47]"
major-seventh,"[28, 39, 42, 44, 47]"
minor-seventh,"[23, 28, 31]"
minor-seventh,"[28, 35, 38, 40]"
dominant,"[28, 38, 42, 46]"
half-diminished,"[31, 46, 49, 52]"
dominant,"[16, 28, 38, 42, 44, 47]"
major-seventh,"[16, 28, 39, 40, 44, 47]"
major-seventh,"[28, 39, 42, 44, 47]"
minor-seventh,"[28, 38, 42, 45]"
minor-seventh,"[28, 38, 40, 43, 47]"
dominant-13th,"[28, 38, 44, 49, 54]"
major-seventh,"[16, 39, 42, 47]"
dominant-ninth,"[16, 38, 42, 46]"
minor-seventh,"[28, 38, 43, 47, 50]"
minor-seventh,"[28, 38, 44, 50]"
dominant-13th,"[28, 38, 42, 44, 49]"
minor-seventh,"[28, 35, 38, 40, 43]"
dominant,"[28, 38, 40, 42, 46]"
minor-seventh,"[23, 47, 50, 55]"
dominant,"[27, 28, 38, 44, 49, 54]"
dominant-ninth,"[16, 35, 38, 42]"
dominant,"[28, 35, 38, 38, 42]"
dominant-ninth,"[28, 38, 42]"
dominant-ninth,"[28, 38, 42]"
dominant-ninth,"[28, 38, 42]"
dominant-ninth,"[28, 38, 42]"
dominant-ninth,"[28, 35, 38, 38, 44]"
dominant,"[28, 38, 42, 44, 49]"
dominant-ninth,"[28, 35, 38, 42, 44]"
minor-seventh,"[28, 38, 43, 47]"
minor-seventh,"[28, 38, 43, 47]"
minor-seventh,"[28, 38, 43, 47]"
minor-seventh,"[28, 38, 43, 47]"
dominant-ninth,"[16, 35, 38, 40]"
dominant-ninth,"[28, 38, 42, 44, 48]"
suspended-fourth,"[28, 38, 42, 45, 47]"
dominant,"[28, 38, 44, 49, 52]"
suspended-fourth,"[28, 42, 45]"
major-seventh,"[28, 39, 44, 47, 51, 56]"
major-seventh,"[16, 23, 34, 39]"
minor-seventh,"[16, 23, 35, 40]"
minor-seventh,"[16, 23, 35, 40]"
dominant,"[16, 32, 38, 40]"
dominant,"[16, 32, 38, 41]"
dominant,"[28, 38, 44, 47]"
minor-sixth,"[16, 31, 37, 40]"
minor-ninth,"[28, 38, 43, 47, 50, 54]"
minor-ninth,"[28, 38, 43, 47, 50, 54]"
major-sixth,"[16, 23, 32, 37, 46]"
minor-seventh,"[16, 35, 38, 40, 43]"
diminished-seventh,"[28, 46, 49, 52, 55]"
dominant,"[30, 52, 56]"
major,"[35, 40, 44]"
major,"[26, 47, 52, 56]"
major,"[30, 35, 40, 44]"
major,"[16, 35, 40, 44]"
dominant,"[16, 35, 38, 44]"
dominant,"[20, 25, 30, 34]"
minor-seventh,"[23, 26, 28, 31]"
dominant,"[26, 28, 32, 35]"
minor-ninth,"[16, 30, 31, 35, 40]"
dominant,"[24, 30, 35, 40, 45]"
dominant,"[26, 32, 37, 42, 47]"
minor-seventh,"[16, 31, 35, 38, 43]"
suspended-fourth,"[28, 41, 42, 45, 49]"
suspended-fourth,"[28, 40, 42, 45, 50]"
dominant,"[28, 44, 46, 49, 54]"
minor-ninth,"[28, 38, 43, 47, 50, 54]"
minor-ninth,"[28, 38, 43, 47, 50, 54]"
major-sixth,"[16, 23, 37, 42, 46]"
minor-seventh,"[16, 35, 38, 40, 43]"
diminished-seventh,"[31, 34, 38, 39, 43]"
dominant,"[35, 38, 40, 44]"
major,"[35, 40, 44]"
major,"[30, 35, 40, 44]"
major,"[35, 40, 44]"
dominant,"[35, 40, 44]"
dominant,"[28, 38, 62]"
dominant,"[28, 35, 38, 44]"
minor-seventh,"[28, 36, 38, 40, 43]"
dominant,"[19, 26, 32, 37, 41, 44]"
minor-ninth,"[16, 23, 30, 31, 40, 43, 47, 52]"
diminished-seventh,"[37, 40, 43]"
minor-seventh,"[16, 52, 55, 59, 64]"
dominant,"[28, 38, 85]"
minor-ninth,"[38, 42, 43, 47]"
minor-seventh,"[33, 40, 43, 47, 50]"
half-diminished,"[33, 52, 55, 58, 62]"
major-sixth,"[32, 37, 42, 47]"
major-sixth,"[32, 37, 42, 47]"
half-diminished,"[26, 31, 34, 41]"
dominant,"[16, 52, 56]"
major-seventh,"[16, 40, 44]"
dominant,"[26, 47, 57]"
dominant,"[26, 32, 35]"
minor-seventh,"[23, 26, 28, 31]"
dominant,"[31, 38, 40, 44, 47]"
minor-ninth,"[16, 30, 31, 35, 40]"
major-sixth,"[32, 37, 42]"
dominant,"[26, 32, 37, 42, 47]"
minor-seventh,"[31, 35, 38, 43]"
dominant,"[28, 38, 52]"
suspended-fourth,"[28, 40, 42, 45, 49]"
suspended-fourth,"[28, 40, 42, 45, 50]"
dominant,"[26, 32, 34, 37, 42]"
major-seventh,"[16, 23, 28, 30, 34, 39, 44]"
major-seventh,"[16, 23, 30, 32, 37, 39, 44]"
half-diminished,"[28, 31, 34, 43]"
minor-ninth,"[28, 38, 43, 47, 50, 54]"
minor-ninth,"[28, 38, 43, 47, 50, 54]"
major-sixth,"[16, 23, 37, 42, 46]"
minor-seventh,"[35, 38, 40, 43]"
