label,notes
major,0000000000000000000000000000000100000000010000100001000000000000000000000000000000000000
dominant,0000000000000000000000000001000000000100000100000000000000000000000000000000000000000000
dominant,0000000000000000000000000001000000000000000100010001000000000000000000000000000000000000
dominant,0000000000000000000000000001000100000100010000100000000000000000000000000000000000000000
dominant-13th,0000000000000000000000000001000000000000000000000100000001000000000000000000000000000000
suspended-fourth,0000000000000000000000000001000000000000000000100000000100000000000000000000000000000000
dominant-13th,0000000000000000000000000000000100001001000000000000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000001000000000100001000100001000000000000000000000000000000000000
dominant-13th,0000000000000000000000000001000000000100000100001000000100000000000000000000000000000000
dominant,0000000000000000000000000001000000000100010000100000000000000000000000000000000000000000
major-seventh,0000000000000000000000000001000000100010000100000000000000000000000000000000000000000000
major-seventh,0000000000000000000000000010000100100001000000000000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000001000000100100001000000000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000100000000000100010000100000000000000000000000000000000000000000
dominant,0000000000000000000100000100000100100001000000000000000000000000000000000000000000000000
dominant,0000000000000000000000000001000000000100010001001000000000000000000000000000000000000000
dominant-13th,0000000000000000000000000001000000000100000101001000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000001000000000000001010000000000000000000000000000000000000000000
dominant-ninth,0000000000000000000000000001000000000100010000100000000000000000000000000000000000000000
dominant,0000000000000000000000000001000000000100001001000000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000001000000000100001000100000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000001000000000100001000010000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000001000000000100001000001000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000001000000000100011000000100000000000000000000000000000000000000
dominant-ninth,0000000000000000000000000001000000000100010100000010000000000000000000000000000000000000
major-seventh,0000000000000000000000000001000000000000000100100010000000000000000000000000000000000000
dominant-ninth,0000000000000000000000000000000100000100010000100000000000000000000000000000000000000000
minor,0000000000000000000000000001000000100100001000000000000000000000000000000000000000000000
dominant,0000000000000000000000000001000000000100000100001000010000000000000000000000000000000000
minor-seventh,0000000000000000000000000001000000000100000001000001000010000000000000000000000000000000
minor-seventh,0000000000000001000000000000000000000000000000000000001000100001000000000000000000000000
major-minor,0000000000000000000000000001000000000010001000100000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000001000000100100001000000000000000000000000000000000000000000000
half-diminished,0000000000000000000000000001000000100100001000000000000000000000000000000000000000000000
major-seventh,0000000000000000000000000000000000000001000000100010000100000000000000000000000000000000
dominant,0000000000000000000000000001000000000100010100010000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000001000000000100000100010000001000000000000000000000000000000000
dominant,0000000000000000000000000001000000000000000000100100000100000000000000000000000000000000
minor-seventh,0000000000000000000000000001000000000100000001000100000100000000000000000000000000000000
dominant,0000000000000000000000000001000000000100100100100100000000000000000000000000000000000000
minor,0000000000000000000000000001000000000100001000100001000000000000000000000000000000000000
dominant,0000000000000000000000000001000000000100010010100000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000001000000000100001000100000000000000000000000000000000000000000
dominant-13th,0000000000000000000000000001000000000100000000000100100100001000000000000000000000000000
major-seventh,0000000000000000000000000001000000000010000000000000000000100010000100000000000000000000
suspended-fourth,0000000000000000000000000001000000000100010001000000000000000000000000000000000000000000
suspended-fourth,0000000000000000000000000001000000000100010010000000000000000000000000000000000000000000
suspended-fourth,0000000000000000000000000001000000000100010010000000000000000000000000000000000000000000
suspended-fourth,0000000000000000000000000001000000000100010010001000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000001000000000101000100001000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000001000000000101000100001000000000000000000000000000000000000000
dominant-13th,0000000000000000000000000001000000000101000100010000000000000000000000000000000000000000
major-seventh,0000000000000000000000000001000000100010000100000000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000001000000000100001000010000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000001000000000100001000100001000000000000000000000000000000000000
dominant-ninth,0000000000000000000000000001000000000100000100010000100000000000000000000000000000000000
dominant,0000000000000000000000000001000001000100010000000000000000000000000000000000000000000000
major-seventh,0000000000000000000000000001000000100010000100000000000000000000000000000000000000000000
major-seventh,0000000000000000000000000001000000000010000100100000000000000000000000000000000000000000
half-diminished,0000000000000000000000000001000000000100001001000000000000000000000000000000000000000000
